Company,Cocoa Percent,Country,Rating,Bean Type
Neuhaus (Callebaut),71%,Belgium,3,Criollo
Nibble,72%,U.S.A.,2.25,Criollo
Nibble,72%,U.S.A.,2.75,Trinitario
Nibble,72%,U.S.A.,3,Trinitario
Nibble,72%,U.S.A.,3,Criollo
Night Owl,75%,U.S.A.,2.75,
Night Owl,75%,U.S.A.,3.5,
Noble Bean aka Jerjobo,75%,U.S.A.,3,Forastero
Noble Bean aka Jerjobo,75%,U.S.A.,3,Trinitario
Noble Bean aka Jerjobo,75%,U.S.A.,3.25,Forastero (Nacional)
Noir d' Ebine,70%,U.S.A.,3,
Noir d' Ebine,70%,U.S.A.,3,
Nova Monda,70%,Nicaragua,3,
Nova Monda,75%,Niacragua,2.75,
Nova Monda,80%,Nicaragua,3.25,Forastero (Nacional)
Nuance,70%,U.S.A.,3.75,Forastero
Nuance,70%,U.S.A.,2.75,Trinitario
Nuance,70%,U.S.A.,3,Criollo
Nuance,70%,U.S.A.,3.5,Trinitario
Nuance,70%,U.S.A.,3.75,
Nugali,70%,Brazil,3.5,Trinitario (Scavina)
Oakland Chocolate Co.,70%,U.S.A.,2.5,Trinitario
Obolo,70%,Chile,3.75,Criollo
Obolo,70%,Chile,3.75,Criollo
Ocelot,70%,Scotland,3.75,Forastero
Ocelot,75%,Scotland,4,Criollo
Ocho,100%,New Zealand,2.75,
Ocho,70%,New Zealand,3.5,
Ocho,66%,New Zealand,2.75,
Ocho,70%,New Zealand,3,
Ocho,88%,New Zealand,3.25,
Ocho,74%,New Zealand,3.5,
Ohiyo,70%,U.S.A.,2.75,Trinitario
Ohiyo,70%,U.S.A.,3,
Oialla by Bojessen (Malmo),70%,Germany,3.5,Criollo
Olive and Sinclair,72%,U.S.A.,3,
Olive and Sinclair,72%,U.S.A.,3,Forastero
Olive and Sinclair,67%,U.S.A.,2.75,
Olive and Sinclair,75%,U.S.A.,3,
Olivia,76%,Canada,2,
Olivia,76%,Canada,2.75,
Olivia,85%,Canada,2.75,
Olivia,85%,Canada,3,
Omanhene,80%,Ghana,2.75,Forastero
Omnom,70%,Iceland,3.75,Trinitario
Omnom,70%,Iceland,3,
Omnom,66%,Iceland,3.5,Trinitario
organicfair,74%,Canada,2.75,Trinitario
organicfair,72%,Canada,2.75,
organicfair,72%,Canada,2.75,Trinitario
organicfair,72%,Canada,3,
organicfair,72%,Canada,3,Trinitario
Original Beans (Felchlin),68%,Switzerland,2.75,
Original Beans (Felchlin),80%,Switzerland,3.25,Blend
Original Beans (Felchlin),66%,Switzerland,3.75,
Original Beans (Felchlin),70%,Switzerland,3,Forastero
Original Beans (Felchlin),75%,Switzerland,3,Criollo
Original Beans (Felchlin),68%,Switzerland,3.25,
Original Hawaiin Chocolate Factory,60%,U.S.A.,3,Criollo
Original Hawaiin Chocolate Factory,60%,U.S.A.,3,
Orquidea,65%,Peru,3,
Orquidea,72%,Peru,3,
Pacari,70%,Ecuador,4,
Pacari,70%,Ecuador,3.25,
Pacari,70%,Ecuador,3.5,
Pacari,70%,Ecuador,3.75,
Pacari,70%,Ecuador,4,
Pacari,85%,Ecuador,2.75,
Pacari,70%,Ecuador,4,
Pacari,70%,Ecuador,3.5,
Pacari,60%,Ecuador,2.5,Forastero (Arriba)
Pacari,65%,Ecuador,2.75,Forastero (Arriba)
Pacari,72%,Ecuador,3,Forastero (Arriba)
Pacari,100%,Ecuador,2,Forastero (Arriba)
Pacari,70%,Ecuador,3.5,Forastero (Arriba)
Palette de Bine,70%,Canada,2.75,
Palette de Bine,72%,Canada,3,Trinitario
Palette de Bine,70%,Canada,3.25,
Palette de Bine,70%,Canada,3.25,Trinitario
Palette de Bine,72%,Canada,3.5,
Palette de Bine,72%,Canada,3.75,Trinitario
Palette de Bine,72%,Canada,2.75,
Palette de Bine,78%,Canada,3.75,Trinitario
Palette de Bine,75%,Canada,2.75,
Palette de Bine,75%,Canada,3.5,Blend
Palette de Bine,70%,Canada,3.75,Trinitario
Pangea,76%,Spain,3,
Park 75,65%,U.S.A.,3.5,
Parliament,70%,U.S.A.,3.25,
Parliament,70%,U.S.A.,3.5,
Parliament,70%,U.S.A.,3,
Parliament,70%,U.S.A.,3.5,
Pascha,55%,Peru,2.5,
Pascha,70%,Peru,2.75,
Patric,70%,U.S.A.,3.75,Blend
Patric,75%,U.S.A.,4,Trinitario
Patric,67%,U.S.A.,3.5,Trinitario
Patric,70%,U.S.A.,3.5,Trinitario
Patric,70%,U.S.A.,4,Trinitario
Patric,67%,U.S.A.,4,
Paul Young,73%,U.K.,2.25,Trinitario
Paul Young,64%,U.K.,2.75,Trinitario
Peppalo,82%,U.S.A.,3,
Pierre Marcolini,70%,Belgium,3.25,Forastero
Pierre Marcolini,75%,Belgium,3,Criollo
Pierre Marcolini,75%,Belgium,3.25,Trinitario
Pierre Marcolini,78%,Belgium,3.75,"Criollo, Forastero"
Pierre Marcolini,85%,Belgium,3,Criollo
Pierre Marcolini,72%,Belgium,3,Forastero
Pierre Marcolini,72%,Belgium,3,Criollo
Pierre Marcolini,70%,Belgium,4,Blend
Pierre Marcolini,72%,Belgium,3.75,Forastero (Nacional)
Pierre Marcolini,72%,Belgium,4,Trinitario
Pierre Marcolini,85%,Belgium,3.5,Blend
Pierre Marcolini,72%,Belgium,4,Criollo
Pierre Marcolini,72%,Belgium,3,Criollo
Pierre Marcolini,72%,Belgium,4,Criollo
Pinellas,80%,U.S.A.,2.5,
Pitch Dark,62%,U.S.A.,2.5,
Pitch Dark,80%,U.S.A.,2.75,
Pitch Dark,80%,U.S.A.,2.75,"Criollo, Trinitario"
Pitch Dark,80%,U.S.A.,2.75,Trinitario
Pitch Dark,80%,U.S.A.,3.25,
Pitch Dark,73%,U.S.A.,3.25,Trinitario
Pitch Dark,73%,U.S.A.,2.5,Trinitario
Pitch Dark,73%,U.S.A.,3.25,
Pitch Dark,73%,U.S.A.,3.5,
Pomm (aka Dead Dog),76%,U.S.A.,2.5,
Pomm (aka Dead Dog),82%,U.S.A.,2.75,Criollo
Potomac,70%,U.S.A.,3.75,
Potomac,70%,U.S.A.,3.75,
Potomac,70%,U.S.A.,3.5,Matina
Potomac,70%,U.S.A.,3,Matina
Potomac,70%,U.S.A.,2.75,
Potomac,70%,U.S.A.,3.5,
Potomac,82%,U.S.A.,3.75,Matina
Pralus,75%,France,3.25,
Pralus,75%,France,3.25,Criollo (Porcelana)
Pralus,75%,France,3.5,Trinitario
Pralus,75%,France,2,
Pralus,75%,France,3,Trinitario
Pralus,100%,France,3,Criollo
Pralus,75%,France,2,
Pralus,75%,France,3.5,
Pralus,75%,France,4,Forastero
Pralus,75%,France,3,Forastero
Pralus,75%,France,3.5,Criollo
Pralus,75%,France,3.5,Forastero
Pralus,75%,France,3.5,Trinitario
Pralus,75%,France,3.75,Criollo
Pralus,75%,France,3.5,Criollo
Pralus,75%,France,3.5,Trinitario
Pralus,75%,France,4,Trinitario
Pralus,75%,France,3,Trinitario
Pralus,75%,France,3,Trinitario
Pralus,75%,France,3.25,Forastero
Pralus,75%,France,3.5,Trinitario
Pralus,80%,France,4,"Criollo, Trinitario"
Pralus,75%,France,3,Trinitario
Pralus,75%,France,3,"Trinitario, Forastero"
Pralus,75%,France,3.5,"Criollo, Forastero"
Pump Street Bakery,77%,U.K.,3.5,
Pump Street Bakery,70%,U.K.,3.5,Trinitario
Pump Street Bakery,74%,U.K.,3.5,Criollo
Pump Street Bakery,80%,U.K.,2.75,
Pump Street Bakery,75%,U.K.,2.75,Trinitario
Pump Street Bakery,75%,U.K.,3,Forastero (Nacional)
Pump Street Bakery,72%,U.K.,3.25,Trinitario
Pump Street Bakery,85%,U.K.,2.75,Forastero (Nacional)
Pura Delizia,73%,Italy,2.75,
Q Chocolate,75%,Brazil,3.25,
Q Chocolate,85%,Brazil,3.5,
Q Chocolate,55%,Brazil,2.75,
Q Chocolate,80%,Brazil,3.25,
Q Chocolate,60%,Brazil,3,
Q Chocolate,65%,Brazil,3.25,
Quetzalli (Wolter),70%,Mexico,2.75,Criollo
Quetzalli (Wolter),74%,Mexico,3,Trinitario
Raaka,70%,U.S.A.,3,
Raaka,75%,U.S.A.,2.75,Forastero
Raaka,75%,U.S.A.,3.25,Trinitario
Raaka,85%,U.S.A.,3.5,
Rain Republic,70%,Guatemala,2.75,
Rancho San Jacinto,75%,Eucador,3,"Forastero(Arriba, CCN)"
Ranger,70%,U.S.A.,2.5,
Ranger,80%,U.S.A.,3.25,
Ranger,73%,U.S.A.,3.5,Criollo
Raoul Boulanger,75%,France,3.25,Criollo
Raw Cocoa,70%,Poland,2.5,Criollo
Republica del Cacao (aka Confecta),75%,Ecuador,3.25,
Republica del Cacao (aka Confecta),75%,Ecuador,2.5,Forastero (Arriba)
Republica del Cacao (aka Confecta),75%,Ecuador,3,Forastero (Arriba)
Republica del Cacao (aka Confecta),67%,Ecuador,3.5,Forastero (Arriba)
Republica del Cacao (aka Confecta),75%,Ecuador,3.75,Forastero (Arriba)
Ritual,75%,U.S.A.,3.75,
Ritual,85%,U.S.A.,3.5,
Ritual,70%,U.S.A.,3.5,Blend
Ritual,75%,U.S.A.,3.75,Trinitario
Ritual,75%,U.S.A.,3,Forastero (Nacional)
Ritual,75%,U.S.A.,4,Trinitario
Ritual,75%,U.S.A.,3.25,Nacional (Arriba)
Ritual,75%,U.S.A.,3.5,Trinitario
Ritual,75%,U.S.A.,3.5,
Roasting Masters,70%,South Korea,3.25,
Roasting Masters,70%,South Korea,3.25,
Roasting Masters,70%,South Korea,3.25,
Robert (aka Chocolaterie Robert),75%,Madagascar,3.25,Trinitario
Robert (aka Chocolaterie Robert),68%,Madagascar,3.25,Trinitario
Rococo (Grenada Chocolate Co.),66%,U.K.,3.5,Trinitario
Rogue,75%,U.S.A.,3.75,
Rogue,70%,U.S.A.,3.75,
Rogue,75%,U.S.A.,3.25,
Rogue,80%,U.S.A.,3.75,Criollo
Rogue,70%,U.S.A.,3.5,Trinitario
Rogue,70%,U.S.A.,3.5,
Rogue,75%,U.S.A.,4,
Rogue,75%,U.S.A.,3.75,Trinitario
Rogue,75%,U.S.A.,3.75,Nacional (Arriba)
Rogue,75%,U.S.A.,3,Criollo
Rogue,75%,U.S.A.,3.75,
Rogue,70%,U.S.A.,3.5,Trinitario
Rogue,70%,U.S.A.,2.75,
Rogue,70%,U.S.A.,2.75,Trinitario
Rogue,70%,U.S.A.,2.75,Trinitario
Rogue,70%,U.S.A.,3,Trinitario
Rozsavolgyi,84%,Hungary,2.5,
Rozsavolgyi,76%,Hungary,2.25,Trinitario
Rozsavolgyi,72%,Hungary,2.5,Trinitario
Rozsavolgyi,73%,Hungary,3.5,Criollo
Rozsavolgyi,71%,Hungary,2.5,
Rozsavolgyi,70%,Hungary,3.5,
Rozsavolgyi,77%,Hungary,2.75,Forastero
S.A.I.D.,64%,Italy,3.5,Trinitario
S.A.I.D.,100%,Italy,1.5,
S.A.I.D.,70%,Italy,3,
S.A.I.D.,72%,Italy,3.5,
S.A.I.D.,72%,Italy,3.5,
Sacred,83%,U.S.A.,2.75,
Sacred,69%,U.S.A.,3.25,
Salgado,70%,Argentina,3.5,Forastero
Salgado,70%,Argentina,3.5,Forastero (Nacional)
Salgado,70%,Argentina,3.5,Trinitario
Salgado,70%,Argentina,3.5,Forastero (Arriba) ASSS
Santander (Compania Nacional),75%,Colombia,2.75,Forastero (Nacional)
Santander (Compania Nacional),70%,Colombia,3,Forastero (Nacional)
Santander (Compania Nacional),53%,Colombia,2,Forastero (Nacional)
Santander (Compania Nacional),65%,Colombia,3,Forastero (Nacional)
Santander (Compania Nacional),70%,Colombia,4,Forastero (Nacional)
Santome,70%,France,2.75,Forastero
Scharffen Berger,78%,U.S.A.,4,
Scharffen Berger,68%,U.S.A.,3.75,
Scharffen Berger,68%,U.S.A.,3.5,Trinitario
Scharffen Berger,65%,U.S.A.,3.75,"Trinitario, Criollo"
Scharffen Berger,68%,U.S.A.,3.75,
Scharffen Berger,65%,U.S.A.,4,Forastero
Scharffen Berger,72%,U.S.A.,3.75,Trinitario
Scharffen Berger,72%,U.S.A.,3,Blend
Scharffen Berger,72%,U.S.A.,3,Blend
Scharffen Berger,62%,U.S.A.,3,
Scharffen Berger,75%,U.S.A.,3.75,
Scharffen Berger,75%,U.S.A.,3,Blend
Scharffen Berger,82%,U.S.A.,2,
Scharffen Berger,70%,U.S.A.,3.5,Blend
Scharffen Berger,68%,U.S.A.,2,Blend
Scharffen Berger,70%,U.S.A.,2,Trinitario
Scharffen Berger,62%,U.S.A.,3,Blend
Seaforth,70%,U.K.,2.75,
Seaforth,70%,U.K.,2.75,
Shark Mountain,72%,U.S.A.,3.25,Trinitario
Shark Mountain,73%,U.S.A.,3.5,Forastero
Shark Mountain,77%,U.S.A.,2.75,Criollo
Shark Mountain,74%,U.S.A.,3.5,"Criollo, Trinitario"
Shark Mountain,75%,U.S.A.,3,Trinitario
Shark Mountain,72%,U.S.A.,3.25,"Criollo, Trinitario"
Shark's,73%,U.S.A.,2,
Shark's,73%,U.S.A.,2.5,
Shattel,70%,Peru,3.25,
Shattell,75%,Peru,3.5,Criollo
Sibu,82%,Costa Rica,3.25,
Sibu,70%,Costa Rica,3.5,
Sibu Sura,70%,U.S.A.,2.5,
Silvio Bessone,67%,Italy,3,Criollo
Silvio Bessone,65%,Italy,3.25,Forastero
Silvio Bessone,60%,Italy,3.25,Trinitario
Silvio Bessone,68%,Italy,3,"Criollo, Trinitario"
Sirene,73%,Canada,3.5,
Sirene,73%,Canada,3.5,
Sirene,73%,Canada,3.75,
Sirene,100%,Canada,3,Trinitario
Sirene,100%,Canada,3,
Sirene,73%,Canada,3,
Sirene,73%,Canada,3.25,
Sirene,73%,Canada,3.25,
Sirene,67%,Canada,3.75,Trinitario
Sirene,73%,Canada,3.75,Trinitario
Sirene,73%,Canada,3.75,
Sjolinds,70%,U.S.A.,2.75,Forastero
Sjolinds,72%,U.S.A.,3,
"Smooth Chocolator, The",70%,Australia,3.5,
"Smooth Chocolator, The",70%,Australia,3.75,Criollo
"Smooth Chocolator, The",70%,Australia,4,Criollo
"Smooth Chocolator, The",70%,Australia,3.75,
"Smooth Chocolator, The",70%,Australia,3,Trinitario
"Smooth Chocolator, The",67%,Australia,3.75,
"Smooth Chocolator, The",70%,Australia,3.25,
"Smooth Chocolator, The",65%,Australia,3.25,Trinitario
"Smooth Chocolator, The",70%,Australia,3.5,Trinitario
"Smooth Chocolator, The",67%,Australia,3.75,
"Smooth Chocolator, The",70%,Australia,3.75,Trinitario
"Smooth Chocolator, The",72%,Australia,4,
"Smooth Chocolator, The",72%,Australia,2.75,
"Smooth Chocolator, The",65%,Australia,3.5,
"Smooth Chocolator, The",67%,Australia,3,Forastero (Nacional)
"Smooth Chocolator, The",70%,Australia,3.75,Trinitario
Snake & Butterfly,67%,U.S.A.,1.5,Forastero
Snake & Butterfly,68%,U.S.A.,3,Trinitario
Snake & Butterfly,68%,U.S.A.,3.25,
Sol Cacao,70%,U.S.A.,3.5,
Sol Cacao,72%,U.S.A.,3,Trinitario
Solkiki,68%,U.K.,2.75,Forastero (Nacional)
Solkiki,85%,U.K.,2.75,
Solomons Gold,70%,New Zealand,3.25,
Solomons Gold,75%,New Zealand,3.25,
Solstice,70%,U.S.A.,3,"Forastero, Trinitario"
Solstice,70%,U.S.A.,3,Trinitario
Solstice,70%,U.S.A.,3,
Solstice,70%,U.S.A.,3.25,
Solstice,70%,U.S.A.,3.25,
Solstice,70%,U.S.A.,3.5,Blend
Soma,62%,Canada,3.5,
Soma,70%,Canada,3.5,Trinitario
Soma,70%,Canada,3.5,Forastero (Parazinho)
Soma,75%,Canada,3.75,
Soma,70%,Canada,3.75,Trinitario
Soma,70%,Canada,4,Trinitario
Soma,70%,Canada,3.25,
Soma,70%,Canada,3.5,Criollo
Soma,75%,Canada,4,
Soma,70%,Canada,3.5,
Soma,70%,Canada,3.75,Forastero (Nacional)
Soma,70%,Canada,3.25,Trinitario
Soma,80%,Canada,3.5,Forastero (Nacional)
Soma,70%,Canada,3.75,Forastero (Amelonado)
Soma,70%,Canada,3.25,Blend
Soma,77%,Canada,3.75,Trinitario
Soma,70%,Canada,3.25,Criollo
Soma,70%,Canada,2.75,Criollo
Soma,70%,Canada,3.75,Trinitario
Soma,70%,Canada,3.25,
Soma,70%,Canada,3.75,Criollo
Soma,88%,Canada,4,
Soma,70%,Canada,4,Criollo
Soma,67%,Canada,4,
Soma,70%,Canada,3.25,Forastero
Soma,70%,Canada,4,Trinitario
Soma,70%,Canada,3.25,
Soma,70%,Canada,3.75,
Soma,70%,Canada,4,Blend
Soma,70%,Canada,4,Blend
Soma,70%,Canada,3.5,Trinitario
Soma,70%,Canada,3.75,Trinitario
Soma,70%,Canada,3.5,Blend
Soma,85%,Canada,3.5,Trinitario
Soma,70%,Canada,2.75,Trinitario
Soma,70%,Canada,3.5,Nacional
Soma,64%,Canada,4,
Soma,70%,Canada,4,
Soma,70%,Canada,3.75,Forastero
Soma,70%,Canada,3.5,Criollo
Soma,70%,Canada,3.75,"Trinitario, Nacional"
Soma,70%,Canada,3,Forastero
Soma,70%,Canada,3.5,Forastero
Soma,70%,Canada,3,Trinitario
Soma,70%,Canada,3.5,Trinitario
Soma,70%,Canada,3.75,Criollo
Soma,70%,Canada,3.75,Criollo
Somerville,70%,U.S.A.,3.25,
Somerville,70%,U.S.A.,3.5,
Soul,70%,Canada,3.25,
Soul,70%,Canada,3.5,
Soul,75%,Canada,3.5,
Soul,75%,Canada,3.25,
Soul,77%,Canada,3.25,
Soul,80%,Canada,3.5,
Spagnvola,70%,U.S.A.,3,
Spagnvola,80%,U.S.A.,3,
Spagnvola,75%,U.S.A.,3.25,
Spencer,70%,U.S.A.,3.75,
Spencer,70%,U.S.A.,3.5,
Spencer,70%,U.S.A.,2.75,
Spencer,70%,Australia,3.5,
Spencer,70%,Australia,3.75,
Spencer,70%,Australia,3.75,
Spencer,72%,Australia,2.75,Trinitario
Sprungli (Felchlin),70%,Switzerland,3,Criollo
SRSLY,70%,U.S.A.,3,
SRSLY,84%,U.S.A.,2.25,
Starchild,70%,U.S.A.,3,Forastero (Nacional)
Starchild,70%,U.S.A.,3,
Starchild,70%,U.S.A.,3,
Starchild,70%,U.S.A.,3,Trinitario (Amelonado)
Starchild,70%,U.S.A.,3,Trinitario
Stella (aka Bernrain),68%,Switzerland,2.75,Trinitario
Stella (aka Bernrain),72%,Switzerland,3.25,
Stone Grindz,84%,U.S.A.,3.5,
Stone Grindz,70%,U.S.A.,3.5,
StRita Supreme,65%,U.S.A.,2.5,
StRita Supreme,70%,U.S.A.,2.5,
StRita Supreme,75%,U.S.A.,2.75,
Sublime Origins,67%,U.S.A.,2.75,Trinitario
Sublime Origins,78%,U.S.A.,3.25,Trinitario
Summerbird,61%,Denmark,2.5,"Criollo, Trinitario"
Summerbird,71%,Denmark,3,"Criollo, Trinitario"
Suruca Chocolate,70%,Venezuela,2.75,
Suruca Chocolate,60%,Venezuela,3,
Svenska Kakaobolaget,70%,Sweden,2.75,"Criollo, Trinitario"
Szanto Tibor,70%,Hungary,3.25,
Szanto Tibor,88%,Hungary,3.25,Trinitario
Szanto Tibor,70%,Hungary,3.25,Trinitario
Szanto Tibor,70%,Hungary,3.75,Forastero (Nacional)
Szanto Tibor,70%,Hungary,3.25,Trinitario
Szanto Tibor,70%,Hungary,3.5,Forastero (Parazinho)
Szanto Tibor,70%,Hungary,3.5,Criollo
Szanto Tibor,70%,Hungary,3.75,Trinitario
Szanto Tibor,70%,Hungary,3.5,Criollo
Szanto Tibor,70%,Hungary,3.5,Criollo
Szanto Tibor,70%,Hungary,3.25,
Szanto Tibor,70%,Hungary,3.25,
Szanto Tibor,70%,Hungary,3.25,
Szanto Tibor,70%,Hungary,3.75,
Szanto Tibor,70%,Hungary,3,
Tabal,70%,U.S.A.,2.75,
Tabal,70%,U.S.A.,2.75,
Tabal,70%,U.S.A.,2.5,
Tabal,70%,U.S.A.,3,
Tablette (aka Vanillabeans),70%,Japan,3,
Tablette (aka Vanillabeans),62%,Japan,3.25,
Tablette (aka Vanillabeans),60%,Japan,3.25,Trinitario
Tablette (aka Vanillabeans),77%,Japan,2.75,Trinitario
Tan Ban Skrati,70%,Suriname,3.25,Trinitario
Taza,68%,U.S.A.,3,Trinitario
Taza,87%,U.S.A.,3.25,
Taza,75%,U.S.A.,2.75,
Taza,70%,U.S.A.,3,
TCHO,62%,U.S.A.,2,Forastero
TCHO,99%,U.S.A.,3.25,
TCHO,60%,U.S.A.,2.75,
TCHO,68%,U.S.A.,3,
TCHO,70%,U.S.A.,2.5,Forastero
TCHO,70%,U.S.A.,2.5,
TCHO,70%,U.S.A.,2.75,
TCHO,70%,U.S.A.,2.5,
Tejas,70%,U.S.A.,2.75,
Tejas,70%,U.S.A.,3,Blend
Tejas,70%,U.S.A.,3,
Tejas,70%,U.S.A.,3.5,
Tejas,70%,U.S.A.,3.25,
Tejas,70%,U.S.A.,2,
Tejas,70%,U.S.A.,3.25,
Tejas,70%,U.S.A.,2.75,
Tejas,70%,U.S.A.,3,
Tejas,70%,U.S.A.,3.25,
Tejas,70%,U.S.A.,2.75,
Tejas,80%,U.S.A.,3,
Tejas,67%,U.S.A.,3.25,
Tejas,70%,U.S.A.,3.5,Forastero (Parazinho)
Terroir,70%,U.S.A.,2.75,
Terroir,70%,U.S.A.,3.75,Trinitario
Terroir,70%,U.S.A.,3.75,Trinitario
Terroir,70%,U.S.A.,3.25,
Terroir,70%,U.S.A.,3.5,
Terroir,70%,U.S.A.,3.75,Trinitario
Terroir,77%,U.S.A.,3.25,
Terroir,67%,U.S.A.,3.75,Trinitario
Terroir,73%,U.S.A.,3.75,Forastero
The Barn,70%,Sweden,3,
Theo,65%,U.S.A.,3.25,Forastero
Theo,65%,U.S.A.,3.5,Trinitario
Theo,75%,U.S.A.,2.5,
Theo,84%,U.S.A.,3,Forastero
Theo,91%,U.S.A.,2,Blend
Theo,75%,U.S.A.,3,Blend
Theobroma,70%,Japan,3.25,
Timo A. Meyer,72%,Germany,3.75,"Trinitario, TCGA"
To'ak (Ecuatoriana),81%,Ecuador,3.25,Forastero (Nacional)
Tobago Estate (Pralus),70%,France,4,Trinitario
Tocoti,77%,U.S.A.,3,Criollo
Tocoti,72%,U.S.A.,2.75,
Tocoti,74%,U.S.A.,3,
Treehouse,72%,U.S.A.,3,
Tsara (Cinagra),72%,Madagascar,3.5,
twenty-four blackbirds,75%,U.S.A.,2.75,
twenty-four blackbirds,75%,U.S.A.,3.5,
twenty-four blackbirds,75%,U.S.A.,3.5,Trinitario
twenty-four blackbirds,68%,U.S.A.,3.25,
twenty-four blackbirds,75%,U.S.A.,2.5,
twenty-four blackbirds,73%,U.S.A.,2.75,
Two Ravens,60%,U.S.A.,3,Criollo
Un Dimanche A Paris,63%,France,3.75,
Undone,74%,U.S.A.,2.75,
Undone,70%,U.S.A.,3,
Upchurch,72%,U.S.A.,3,Trinitario
Upchurch,72%,U.S.A.,3.25,
Urzi,65%,Italy,3.25,Trinitario
Valrhona,63%,France,4,
Valrhona,70%,France,3.5,
Valrhona,64%,France,3.5,
Valrhona,69%,France,4,
Valrhona,56%,France,3.25,
Valrhona,64%,France,4,Criollo
Valrhona,64%,France,3.75,
Valrhona,66%,France,3.75,
Valrhona,68%,France,3.5,Forastero
Valrhona,72%,France,3,Blend
Valrhona,65%,France,3.75,Trinitario
Valrhona,64%,France,4,"Criollo, Trinitario"
Valrhona,85%,France,1.5,
Valrhona,85%,France,2.5,Forastero
Valrhona,71%,France,2.75,Forastero
Valrhona,64%,France,3.25,Criollo (Porcelana)
Valrhona,66%,France,3,Trinitario
Valrhona,70%,France,4,"Criollo, Trinitario"
Valrhona,64%,France,2.5,Trinitario
Valrhona,64%,France,3,Criollo (Porcelana)
Valrhona,64%,France,3.5,Trinitario
Vanleer (Barry Callebaut),72%,U.S.A.,2.5,Forastero
Vanleer (Barry Callebaut),65%,U.S.A.,2.75,Forastero
Vao Vao (Chocolaterie Robert),72%,Madagascar,2.75,Trinitario
Vao Vao (Chocolaterie Robert),76%,Madagascar,2.75,Trinitario
Vao Vao (Chocolaterie Robert),80%,Madagascar,2.75,Trinitario
Vao Vao (Chocolaterie Robert),70%,Madagascar,3,Trinitario
Vao Vao (Chocolaterie Robert),68%,Madagascar,3,Trinitario
Vao Vao (Chocolaterie Robert),64%,Madagascar,3.25,Trinitario
Vicuna,70%,U.S.A.,3.25,
Vicuna,70%,U.S.A.,3.25,
Videri,90%,U.S.A.,3.25,
Videri,75%,U.S.A.,3.5,Trinitario
Videri,75%,U.S.A.,3.5,
Videri,90%,U.S.A.,3.75,
Videri,70%,U.S.A.,3.25,
Vietcacao (A. Morin),70%,France,3.5,Trinitario
Vintage Plantations,75%,U.S.A.,3,
Vintage Plantations (Tulicorp),100%,U.S.A.,2,Forastero (Arriba)
Vintage Plantations (Tulicorp),90%,U.S.A.,2,Forastero (Arriba)
Vintage Plantations (Tulicorp),75%,U.S.A.,3,Forastero (Arriba)
Vintage Plantations (Tulicorp),65%,U.S.A.,3,Forastero (Arriba)
Violet Sky,77%,U.S.A.,2.75,Trinitario
Violet Sky,77%,U.S.A.,3,"Criollo, Trinitario"
Violet Sky,77%,U.S.A.,3,Criollo
Violet Sky,77%,U.S.A.,3.25,"Criollo, Trinitario"
Violet Sky,77%,U.S.A.,2.75,Trinitario
Vivra,70%,U.S.A.,2.5,
Vivra,70%,U.S.A.,2.5,
Vivra,70%,U.S.A.,3,
Wellington Chocolate Factory,70%,New Zealand,3.5,Trinitario
Wellington Chocolate Factory,70%,New Zealand,3.5,
Whittakers,72%,New Zealand,2.5,Forastero
Wilkie's Organic,75%,Ireland,2.5,Criollo
Wilkie's Organic,89%,Ireland,2.75,Criollo
Wilkie's Organic,75%,Ireland,3.25,Criollo
Wilkie's Organic,75%,Ireland,2.75,Criollo
Willie's Cacao,70%,U.K.,4,
Willie's Cacao,88%,U.K.,3,Trinitario
Willie's Cacao,100%,U.K.,2.25,
Willie's Cacao,71%,U.K.,3,Trinitario
Willie's Cacao,72%,U.K.,3.5,
Willie's Cacao,69%,U.K.,3.75,
Willie's Cacao,70%,U.K.,3,
Willie's Cacao,72%,U.K.,3.25,Trinitario
Wm,74%,U.S.A.,3,Criollo
Wm,76%,U.S.A.,3.5,
Wm,75%,U.S.A.,3.75,
Woodblock,70%,U.S.A.,3,Forastero (Nacional)
Woodblock,70%,U.S.A.,3.25,
Woodblock,70%,U.S.A.,3.5,Trinitario
Woodblock,70%,U.S.A.,2.5,
Woodblock,70%,U.S.A.,3,
Woodblock,70%,U.S.A.,3.25,Trinitario
Woodblock,70%,U.S.A.,4,
Woodblock,70%,U.S.A.,3.5,
Xocolat,66%,Domincan Republic,3,
Xocolla,70%,U.S.A.,2.75,
Xocolla,70%,U.S.A.,2.5,
Zak's,70%,U.S.A.,3,
Zak's,70%,U.S.A.,3.25,
Zak's,70%,U.S.A.,3.25,Trinitario
Zak's,70%,U.S.A.,3.25,
Zak's,70%,U.S.A.,3.5,Trinitario
Zak's,60%,U.S.A.,3,
Zart Pralinen,70%,Austria,3.5,"Criollo, Trinitario"
Zart Pralinen,70%,Austria,2.75,Nacional (Arriba)
Zart Pralinen,85%,Austria,2.75,Trinitario
Zart Pralinen,85%,Austria,3,"Criollo, Trinitario"
Zart Pralinen,70%,Austria,3.5,"Criollo, Trinitario"
Zart Pralinen,78%,Austria,3.5,Trinitario
Zokoko,78%,Australia,3.75,
Zokoko,65%,Australia,3.25,
Zokoko,68%,Australia,3.5,
Zokoko,66%,Australia,3.5,Trinitario
Zokoko,72%,Australia,3.75,
Zotter,80%,Austria,2.75,
Zotter,72%,Austria,3.5,
